ID,ConvID,Context,Disclosure Type,Has Parent Tweet,Has Cards,Date,Language,Permalink,is part of conversation?,Author ID,Author Name,is Author verified,Text,Replies,Retweets,Favorites,Mentions,is Reply?,is Retweet?,Reply to User ID,Reply To User Name,Quoted Tweet ID, Quoted Tweet Conv. ID,Quoted Tweet Type,Quoted Tweets User ID,Quoted Tweet User
1109963050205929472,1109963050205929472,tweet,,False,True,24.03.2019 23:39:47,und,/AppSame/status/1109963050205929472,False,242618658,AppSame,True, 2020pic.twitter.com/aeRoDBUuLW,1,8,14,,False,True,,,,,,,
1109962671082737666,1109962671082737666,tweet,,False,False,24.03.2019 23:38:17,en,/CarmineZozzora/status/1109962671082737666,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, In an uncorrupted America outside the globalist cabal’s criminal media propaganda illusion matrix; the fully exposed culprits behind the pornographic Trump/Russia hoax conspiracy would’ve been indicted and jailed long ago.Yet; the illusions roll-on.#MAGA #TRUMP2020 https://twitter.com/WenMaMa2/status/1109959574478573568&nbsp;…,1,6,8,,False,True,,,1109959574478573568,1109959574478573568,tweet,4541141723,WenMaMa2
1109962030629294080,1109918388133023744,tweet,,True,True,24.03.2019 23:35:44,und,/AppSame/status/1109962030629294080,True,242618658,AppSame,True, 2020pic.twitter.com/uU6jpibpNt,218,362,2132,realDonaldTrump,True,True,25073877,realDonaldTrump,,,,,
1109961867361845248,1109961867361845248,tweet,,False,False,24.03.2019 23:35:05,en,/CarmineZozzora/status/1109961867361845248,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Bill Kristol is like that last little turd spiraling in the toilet bowl after a flush as if it thinks it has a shot at surviving.I take great pleasure in having contributed to the demise of his Weekly Standard.#MAGA #Trump2020 https://twitter.com/TheSheilaT/status/1109960612417806338&nbsp;…,0,3,15,,False,True,,,1109960612417806338,1109959104561336321,tweet,714927256473350144,TheSheilaT
1109961010893340672,1109952180100976640,tweet,,True,False,24.03.2019 23:31:41,en,/AppSame/status/1109961010893340672,True,242618658,AppSame,True, Resign Now!!!,15,78,1099,SenSchumer,True,True,17494010,SenSchumer,,,,,
1109960650929795073,1109960650929795073,tweet,,False,False,24.03.2019 23:30:15,en,/AppSame/status/1109960650929795073,False,242618658,AppSame,True, Summary of #MuellerReport We The People are no longer Russian Bots we have always been loyal Americans,2,3,9,,False,True,,,,,,,
1109960333341405184,1109960333341405184,tweet,,False,False,24.03.2019 23:29:00,en,/GOP/status/1109960333341405184,False,11134252,GOP,True, “The Special Counsel’s investigation did not find that the Trump campaign or anyone associated with it conspired or coordinated with Russia in its efforts to influence the 2016 U.S. presidential election.” -AG Bill Barr,206,551,1642,,False,True,,,,,,,
1109960261794881536,1109960261794881536,tweet,,False,False,24.03.2019 23:28:43,en,/CarmineZozzora/status/1109960261794881536,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Wow; water is wet.Imagine.https://twitter.com/WenMaMa2/status/1109959574478573568&nbsp;…,0,1,3,,False,True,,,1109959574478573568,1109959574478573568,tweet,4541141723,WenMaMa2
1109959661883547648,1109959661883547648,tweet,,False,False,24.03.2019 23:26:20,en,/CarmineZozzora/status/1109959661883547648,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, A globalist cabal’s criminal media complex of fake news pimps and propagandists who have gang-slandered Trump as a white supremacist neo-Nazi fascist dictator Hitler villain KGB spy Putin puppet in the KKK the last 3.5 years and this inconceivable idiot..?#MAGA #Trump2020 https://twitter.com/BanTorture/status/1109876850283544576&nbsp;…,1,3,3,,False,True,,,1109876850283544576,1109873666114772992,tweet,502639312,BanTorture
1109959103416160256,1109952180100976640,tweet,,True,False,24.03.2019 23:24:06,en,/AppSame/status/1109959103416160256,True,242618658,AppSame,True, Summary of #MuellerReport Americans can no longer trust @CNN @MSNBC @NBC @CBSNews @abcnews @nytimes @washingtonpost They lied to us for over 2 years,48,247,1190,SenSchumer CNN MSNBC nbc CBSNews abcnews nytimes washingtonpost,True,True,2467791,washingtonpost,,,,,
1109958937753772033,1109958937753772033,tweet,,False,False,24.03.2019 23:23:27,en,/AppSame/status/1109958937753772033,False,242618658,AppSame,True, Summary of #MuellerReport Americans can no longer trust @CNN @MSNBC @NBC @CBSNews @abcnews @nytimes @washingtonpost They lied to us for over 2 years,0,2,4,CNN MSNBC nbc CBSNews abcnews nytimes washingtonpost,False,True,2467791,washingtonpost,,,,,
1109958229541306369,1109958229541306369,tweet,,False,False,24.03.2019 23:20:38,en,/CarmineZozzora/status/1109958229541306369,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, This is page 1 of how many..?#MAGA #Trump2020 https://twitter.com/LibertarianBlue/status/1109922439117582336&nbsp;…,0,1,4,,False,True,,,1109922439117582336,1109922439117582336,tweet,1356030014,LibertarianBlue
1109957599867236352,1109918388133023744,tweet,,True,False,24.03.2019 23:18:08,en,/AppSame/status/1109957599867236352,True,242618658,AppSame,True, Summary of #MuellerReport Americans can no longer trust @CNN @MSNBC @NBC @CBSNews @abcnews @nytimes @washingtonpost They lied to us for over 2 years,88,170,586,realDonaldTrump CNN MSNBC nbc CBSNews abcnews nytimes washingtonpost,True,True,2467791,washingtonpost,,,,,
1109956041309995008,1109956041309995008,tweet,,False,False,24.03.2019 23:11:56,en,/CarmineZozzora/status/1109956041309995008,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, A globalist cabal’s criminal media complex of undisguised fake news pimps and propagandists who viciously gang-slander Trump as a white supremacist neo-Nazi fascist dictator Hitler villain KGB spy Putin puppet in the KKK has absolutely NOTHING to do with news.#MAGA #Trump2020https://twitter.com/ReliableSources/status/1109837864211308544&nbsp;…,8,22,39,,False,True,,,1109837864211308544,1109837864211308544,tweet,547860279,ReliableSources
1109955013051219970,1109918388133023744,tweet,,True,False,24.03.2019 23:07:51,en,/AppSame/status/1109955013051219970,True,242618658,AppSame,True, Breaking News we are no longer Russia Botswe are loyal Americans,7,47,187,realDonaldTrump,True,True,25073877,realDonaldTrump,,,,,
1109954486481481728,1109936145813684226,tweet,,True,False,24.03.2019 23:05:46,en,/AppSame/status/1109954486481481728,True,242618658,AppSame,True, Resign Now!!!,2,1,17,SpeakerPelosi SenSchumer,True,True,17494010,SenSchumer,,,,,
1109954360090357760,1109867036937781248,tweet,,True,False,24.03.2019 23:05:16,en,/AppSame/status/1109954360090357760,True,242618658,AppSame,True, Resign Now!!!!!!!!,1,3,41,RepAdamSchiff,True,True,29501253,RepAdamSchiff,,,,,
1109953195302969346,1109953195302969346,tweet,,False,True,24.03.2019 23:00:38,en,/GOP/status/1109953195302969346,False,11134252,GOP,True, “I warned the American public that if we didn’t do something about Putin that he was going cause chaos in this country… the Obama Administration… they refused to spend money that we gave them.” -@DevinNunespic.twitter.com/JCKiUvACLz,278,518,1237,DevinNunes,False,True,54412900,DevinNunes,,,,,
1109951183727276033,1109951183727276033,tweet,,False,False,24.03.2019 22:52:38,en,/CarmineZozzora/status/1109951183727276033,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Tick.Tock.#MAGA #LockHimUp #LockThemAllUp #Trump2020 https://twitter.com/Comey/status/1109930531389472768&nbsp;…,0,0,3,,False,True,,,1109930531389472768,1109930531389472768,tweet,2334193741,Comey
1109946795033923584,1109946795033923584,tweet,,False,False,24.03.2019 22:35:12,en,/CarmineZozzora/status/1109946795033923584,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Trump committed treason with Russia!Trump colluded with Russia!Trump obstructed justice in the Mueller investigation!Just wait till Mueller gets done with him!OK; never mind the Mueller part!!!#MAGA @realDonaldTrump @PressSec @DonaldJTrumpJr @EricTrump #Trump2020 https://twitter.com/tribelaw/status/1099418913539014656&nbsp;…,0,2,4,realDonaldTrump PressSec DonaldJTrumpJr EricTrump,False,True,39349894,EricTrump,1099418913539014656,1099418913539014656,tweet,4091551984,tribelaw
1109946693888499712,1109815859944525824,tweet,,True,False,24.03.2019 22:34:48,en,/Lrihendry/status/1109946693888499712,True,129235890,Lori Hendry,True, Truth! Meaningless like the polls that had Hillary winning with no chance of a Trump win! LOL,0,0,3,ArthurKellyJr,True,True,77279038,ArthurKellyJr,,,,,
1109946615542931457,1109946615542931457,tweet,,False,False,24.03.2019 22:34:29,en,/CarmineZozzora/status/1109946615542931457,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Trump committed treason with Russia!Trump colluded with Russia!Trump obstructed justice in the Mueller investigation!Just wait till Mueller gets done with him!OK; never mind the Mueller part!!!@RepAdamSchiff &lt;— @RepJerryNadler &lt;— #MAGA #Trump2020 https://twitter.com/ChatByCC/status/1109945731824021504&nbsp;…,0,6,10,RepAdamSchiff RepJerryNadler,False,True,40302336,RepJerryNadler,1109945731824021504,1109945731824021504,tweet,732980827,ChatByCC
1109944404213559296,1109944404213559296,tweet,,False,False,24.03.2019 22:25:42,en,/CarmineZozzora/status/1109944404213559296,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Michael Cohen had so much dirt on Donald Trump that Lanny Davis couldn’t even he get him an immunity deal.This shameless man thinks his followers all complete and utter morons.And I’m starting to believe he’s right.#MAGA #Trump2020 https://twitter.com/tribelaw/status/1099418913539014656&nbsp;…,0,3,3,,False,True,,,1099418913539014656,1099418913539014656,tweet,4091551984,tribelaw
1109943949953773568,1109943949953773568,tweet,,False,True,24.03.2019 22:23:54,en,/GOP/status/1109943949953773568,False,11134252,GOP,True, .@GOPChairwoman on the conclusion of the Mueller investigation. pic.twitter.com/Vkfgv10Gas,119,163,411,GOPChairwoman,False,True,2353605901,GOPChairwoman,,,,,
1109943726158155777,1109943726158155777,tweet,,False,True,24.03.2019 22:23:00,en,/erotao/status/1109943726158155777,False,15273001,Pray Always! 🇺🇸🇮🇱,True, France Is The Socialist Future We Should Dread | Zero Hedgehttps://www.zerohedge.com/news/2019-03-23/france-socialist-future-we-should-dread&nbsp;…,0,2,2,,False,True,,,,,,,
1109943341662105600,1109943341662105600,tweet,,False,True,24.03.2019 22:21:29,en,/erotao/status/1109943341662105600,False,15273001,Pray Always! 🇺🇸🇮🇱,True, Amen! Time to jail some Democrats!@realDonaldTrump Trump &quot;Totally Exonerated&quot;; Calls For Investigation Into &quot;Illegal Takedown That Failed&quot; | Zero Hedgehttps://www.zerohedge.com/news/2019-03-24/lawmakers-recieve-mueller-findings&nbsp;…,1,3,3,realDonaldTrump,False,True,25073877,realDonaldTrump,,,,,
1109942271309303808,1109942271309303808,tweet,,False,False,24.03.2019 22:17:13,en,/CarmineZozzora/status/1109942271309303808,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, @krassenstein &lt;— Dumb.And...@EdKrassen &lt;— Dumber brother.#MAGA #Trump2020 https://twitter.com/JFNYC1/status/1109631942729912321&nbsp;…,0,0,0,krassenstein EdKrassen,False,True,132339474,EdKrassen,1109631942729912321,1109631942729912321,tweet,3085494124,JFNYC1
1109941873534091264,1109941873534091264,tweet,,False,False,24.03.2019 22:15:39,en,/CarmineZozzora/status/1109941873534091264,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Here’s a tip for this shameless clown’s mindless cult followers:#Resist tweeting “It’s almost Mueller time.”#MAGA #Trump2020 https://twitter.com/tribelaw/status/1099418913539014656&nbsp;…,0,2,6,,False,True,,,1099418913539014656,1099418913539014656,tweet,4091551984,tribelaw
1109941349023805441,1109941349023805441,tweet,,False,False,24.03.2019 22:13:33,en,/CarmineZozzora/status/1109941349023805441,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, David Axelrod thinks you’re stupid.And if you believe anything he tweets; he’s right.Here’s a pro tip for his mindless cult followers:#Resist tweeting “It’s almost Mueller time.”#MAGA @realDonaldTrump @PressSec #Trump2020https://twitter.com/davidaxelrod/status/1109921644045201408&nbsp;…,0,6,6,realDonaldTrump PressSec,False,True,818927131883356161,PressSec,1109921644045201408,1109921644045201408,tweet,244655353,davidaxelrod
1109940683052220416,1109940683052220416,tweet,,False,False,24.03.2019 22:10:55,en,/CarmineZozzora/status/1109940683052220416,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, This shameless neocon subversive thinks you’re stupid.And if you believe anything he tweets; he’s right.Here’s a pro tip for his mindless followers:#Resist tweeting “It’s almost Mueller time.”#MAGA @realDonaldTrump @PressSec #Trump2020 https://twitter.com/davidfrum/status/1109921560280719360&nbsp;…,2,6,10,realDonaldTrump PressSec,False,True,818927131883356161,PressSec,1109921560280719360,1109921560280719360,tweet,18686907,davidfrum
1109940509412343809,1109940509412343809,tweet,,False,False,24.03.2019 22:10:13,en,/SarahPalinUSA/status/1109940509412343809,False,65493023,Sarah Palin,True, Hero Dog Dies Protecting His Family From Shooter https://www.chicksonright.com/opinion/2019/03/24/hero-dog-dies-protecting-his-family-from-shooter/&nbsp;…,12,83,250,,False,True,,,,,,,
1109939997241561089,1109939997241561089,tweet,,False,False,24.03.2019 22:08:11,en,/CarmineZozzora/status/1109939997241561089,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, This guy thinks you’re stupid.And if you believe anything he tweets; he’s right.#MAGA #Trump2020 https://twitter.com/tribelaw/status/1099418913539014656&nbsp;…,1,2,9,,False,True,,,1099418913539014656,1099418913539014656,tweet,4091551984,tribelaw
1109938744432431106,1109912572029886464,tweet,,True,False,24.03.2019 22:03:12,en,/Lrihendry/status/1109938744432431106,True,129235890,Lori Hendry,True, President Trump and his children need to sue the living hell out of those who insisted there was collusion!,118,517,1777,EricTrump CNN MSNBC NBCNews ABC CBS nytimes washingtonpost,True,True,2467791,washingtonpost,,,,,
1109938202951987201,1109938202951987201,tweet,,False,True,24.03.2019 22:01:03,en,/GOP/status/1109938202951987201,False,11134252,GOP,True, “It&#39;s a shame that our country had to go through this.” -@realDonaldTrumppic.twitter.com/3P4FfIgHQB,1137,1971,6383,realDonaldTrump,False,True,25073877,realDonaldTrump,,,,,
1109937234562691072,1109937234562691072,tweet,,False,True,24.03.2019 21:57:13,en,/HouseGOP/status/1109937234562691072,False,15207668,House Republicans,True, &quot;The American people will long remember how wrong and irresponsible the Democrats have been.&quot; Read Conference Chair @RepLizCheney&#39;s full statement in response to the findings of the special counsel&#39;s report: https://bit.ly/2TtRLfi&nbsp;pic.twitter.com/RbbKaXhqbO,153,94,260,RepLizCheney,False,True,816719802328715264,RepLizCheney,,,,,
1109936718780596224,1109936718780596224,tweet,,False,False,24.03.2019 21:55:10,en,/CarmineZozzora/status/1109936718780596224,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Boom  #MAGA https://twitter.com/rd781239/status/1109936573204840449&nbsp;…,0,5,3,,False,True,,,1109936573204840449,1109923388250836993,tweet,3958981103,rd781239
1109936535778975744,1109936535778975744,tweet,,False,False,24.03.2019 21:54:26,en,/CarmineZozzora/status/1109936535778975744,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, I’d post the 800 #to cancel subscriptions to this Hillary-supporting conservative fraud #NeverTrump neocon subversive’s @weeklystandard but it would be redundant.Woot!!! #MAGA @realDonaldTrump @DonaldJTrumpJr @EricTrump @LouDobbs @SebGorka #Trump2020 https://twitter.com/BillKristol/status/1027697368383348736&nbsp;…,4,10,20,weeklystandard realDonaldTrump DonaldJTrumpJr EricTrump LouDobbs SebGorka,False,True,2417586104,SebGorka,1027697368383348736,1027697368383348736,tweet,2800581040,BillKristol
1109935283238248450,1109923388250836993,tweet,,True,False,24.03.2019 21:49:27,en,/Lrihendry/status/1109935283238248450,True,129235890,Lori Hendry,True,  Cheers all great friends here fighting for Trump every minute we’re on Twitter! #TRUMP2020,2,24,79,ChatByCC PlaysTrumpCard CarmineZozzora steph93065 LindaSuhler TheDemocrats AdamSchiff,True,True,133028836,AdamSchiff,,,,,
1109934286063525888,1109934286063525888,tweet,,False,False,24.03.2019 21:45:30,en,/TheRickWilson/status/1109934286063525888,False,19084896,Rick Wilson,True, Trump fluffers trying to dunk on me; begging for a reply. Bless your hearts.Y&#39;all enjoy your day.,412,504,7400,,False,True,,,,,,,
1109932818715414528,1109932818715414528,tweet,,False,False,24.03.2019 21:39:40,en,/CarmineZozzora/status/1109932818715414528,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Woot!!! https://twitter.com/ChatByCC/status/1109931694491086848&nbsp;…,0,2,4,,False,True,,,1109931694491086848,1109923388250836993,tweet,732980827,ChatByCC
1109932457199992832,1109932457199992832,tweet,,False,False,24.03.2019 21:38:14,en,/CarmineZozzora/status/1109932457199992832,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Hillary-supporting conservative fraud #NeverTrump neocon subversive self-destructing epically failed @weeklystandard editor Bill Kristol is like that last little turd spiraling in the toilet bowl after a flush as if it thinks it has a shot at surviving.#MAGA #Trump2020 https://twitter.com/BillKristol/status/1027697368383348736&nbsp;…,5,37,64,weeklystandard,False,True,17546958,weeklystandard,1027697368383348736,1027697368383348736,tweet,2800581040,BillKristol
1109932344327036928,1109932344327036928,tweet,,False,False,24.03.2019 21:37:47,en,/erotao/status/1109932344327036928,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the woman which thou sawest is that great city; which reigneth over the kings of the earth. Revelation 17:18,1,4,4,,False,True,,,,,,,
1109932230804041728,1109932230804041728,tweet,,False,False,24.03.2019 21:37:20,en,/erotao/status/1109932230804041728,False,15273001,Pray Always! 🇺🇸🇮🇱,True, For God hath put in their hearts to fulfil his will; and to agree; and give their kingdom unto the beast; until the words of God shall be fulfilled. Revelation 17:17,0,7,6,,False,True,,,,,,,
1109932083302928389,1109932083302928389,tweet,,False,False,24.03.2019 21:36:44,en,/erotao/status/1109932083302928389,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the ten horns which thou sawest upon the beast; these shall hate the whore; and shall make her desolate and naked; and shall eat her flesh; and burn her with fire. Revelation 17:16,1,2,2,,False,True,,,,,,,
1109931904474599425,1109931904474599425,tweet,,False,False,24.03.2019 21:36:02,en,/erotao/status/1109931904474599425,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And he saith unto me; The waters which thou sawest; where the whore sitteth; are peoples; and multitudes; and nations; and tongues. Revelation 17:15,0,4,4,,False,True,,,,,,,
1109931715642814465,1109931715642814465,tweet,,False,False,24.03.2019 21:35:17,en,/erotao/status/1109931715642814465,False,15273001,Pray Always! 🇺🇸🇮🇱,True, These shall make war with the Lamb; and the Lamb shall overcome them: for he is Lord of lords; and King of kings: and they that are with him are called; and chosen; and faithful. Revelation 17:14,0,6,3,,False,True,,,,,,,
1109930435595788288,1109930435595788288,tweet,,False,False,24.03.2019 21:30:12,en,/erotao/status/1109930435595788288,False,15273001,Pray Always! 🇺🇸🇮🇱,True, These have one mind; and shall give their power and strength unto the beast. Revelation 17:13,0,2,1,,False,True,,,,,,,
1109930076286533632,1109930076286533632,tweet,,False,False,24.03.2019 21:28:46,en,/erotao/status/1109930076286533632,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the ten horns which thou sawest are ten kings; which have received no kingdom as yet; but receive power as kings one hour with the beast. Revelation 17:12,0,2,2,,False,True,,,,,,,
1109929880022446080,1109929880022446080,tweet,,False,False,24.03.2019 21:27:59,en,/erotao/status/1109929880022446080,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the beast that was; and is not; even he is the eighth; and is of the seven; and goeth into perdition. Revelation 17:11,0,2,1,,False,True,,,,,,,
1109929765333426176,1109929765333426176,tweet,,False,False,24.03.2019 21:27:32,en,/erotao/status/1109929765333426176,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And there are seven kings: five are fallen; and one is; and the other is not yet come; and when he cometh; he must continue a short space. Revelation 17:10,0,2,0,,False,True,,,,,,,
1109929654662516736,1109929654662516736,tweet,,False,False,24.03.2019 21:27:05,en,/erotao/status/1109929654662516736,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And here is the mind which hath wisdom. The seven heads are seven mountains; on which the woman sitteth. Revelation 17:9,0,2,1,,False,True,,,,,,,
1109929040062758912,1109929040062758912,tweet,,False,False,24.03.2019 21:24:39,en,/CarmineZozzora/status/1109929040062758912,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, In a just and uncorrupted America outside the globalist cabal’s criminal media complex illusion matrix; the fully exposed culprits behind the Trump/Russia hoax conspiracy would’ve been indicted long ago.But; as they say; patience is a virtue.Tick.Tock.#MAGA #Trump2020 https://twitter.com/BillKristol/status/1027697368383348736&nbsp;…,0,2,3,,False,True,,,1027697368383348736,1027697368383348736,tweet,2800581040,BillKristol
1109928983032795136,1109928983032795136,tweet,,False,False,24.03.2019 21:24:25,en,/erotao/status/1109928983032795136,False,15273001,Pray Always! 🇺🇸🇮🇱,True, The beast that thou sawest was; &amp;is not;&amp;shall ascend out of the bottomless pit; &amp;go into perdition: &amp; they that dwell on the earth shall wonder; whose names were not written in the book of life from the foundation of the world;when they behold the beast that was;&amp; is not;&amp;yet is,1,3,3,,False,True,,,,,,,
1109928676915703808,1109928676915703808,tweet,,False,False,24.03.2019 21:23:12,en,/CarmineZozzora/status/1109928676915703808,False,2167674121,AMERICA IS UNDER SIEGE! 🇺🇸,True, Life is good under Trump.#Boogie#MAGA#Trump2020 https://twitter.com/KySportsRadio/status/1109651893813424128&nbsp;…,0,2,6,,False,True,,,1109651893813424128,1109651893813424128,tweet,21920725,KySportsRadio
1109928475052244992,1109928475052244992,tweet,,False,False,24.03.2019 21:22:24,en,/erotao/status/1109928475052244992,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the angel said unto me; Wherefore didst thou marvel? I will tell thee the mystery of the woman; and of the beast that carrieth her; which hath the seven heads and ten horns. Revelation 17:7,0,4,4,,False,True,,,,,,,
1109928309914132480,1109928309914132480,tweet,,False,False,24.03.2019 21:21:45,en,/erotao/status/1109928309914132480,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And I saw the woman drunken with the blood of the saints; and with the blood of the martyrs of Jesus: and when I saw her; I wondered with great admiration. Revelation 17:6,0,2,1,,False,True,,,,,,,
1109928125775798273,1109928125775798273,tweet,,False,False,24.03.2019 21:21:01,en,/erotao/status/1109928125775798273,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And upon her forehead was a name written; MYSTERY; BABYLON THE GREAT; THE MOTHER OF HARLOTS AND ABOMINATIONS OF THE EARTH. Revelation 17:5,0,2,2,,False,True,,,,,,,
1109927978534789121,1109927978534789121,tweet,,False,False,24.03.2019 21:20:26,en,/erotao/status/1109927978534789121,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And the woman was arrayed in purple and scarlet colour; and decked with gold and precious stones and pearls; having a golden cup in her hand full of abominations and filthiness of her fornication: Revelation 17:4,1,2,1,,False,True,,,,,,,
1109927819159568384,1109927819159568384,tweet,,False,False,24.03.2019 21:19:48,en,/erotao/status/1109927819159568384,False,15273001,Pray Always! 🇺🇸🇮🇱,True, So he carried me away in the spirit into the wilderness: and I saw a woman sit upon a scarlet coloured beast; full of names of blasphemy; having seven heads and ten horns. Revelation 17:3,0,3,5,,False,True,,,,,,,
1109927718676684800,1109927718676684800,tweet,,False,False,24.03.2019 21:19:24,en,/erotao/status/1109927718676684800,False,15273001,Pray Always! 🇺🇸🇮🇱,True, With whom the kings of the earth have committed fornication; and the inhabitants of the earth have been made drunk with the wine of her fornication. Revelation 17:2,0,2,0,,False,True,,,,,,,
1109927617786830848,1109927617786830848,tweet,,False,False,24.03.2019 21:19:00,en,/erotao/status/1109927617786830848,False,15273001,Pray Always! 🇺🇸🇮🇱,True, And there came one of the seven angels which had the seven vials; and talked with me; saying unto me; Come hither; I will shew unto thee the judgment of the great whore that sitteth upon many waters: Revelation 17:1,0,2,0,,False,True,,,,,,,
